nome,uf,lat,lon
Loreto,MA,-7.08111,-45.1451
Lourdes,SP,-20.966,-50.2263
Louveira,SP,-23.0856,-46.9484
Lucas do Rio Verde,MT,-13.0588,-55.9042
Lucélia,SP,-21.7182,-51.0215
Lucena,PB,-6.90258,-34.8748
Lucianópolis,SP,-22.4294,-49.522
Luciara,MT,-11.2219,-50.6676
Lucrécia,RN,-6.10525,-37.8134
Luís Antônio,SP,-21.55,-47.7801
Luís Correia,PI,-2.88438,-41.6641
Luís Domingues,MA,-1.27492,-45.867
Luís Eduardo Magalhães,BA,-12.0956,-45.7866
Luís Gomes,RN,-6.40588,-38.3899
Luisburgo,MG,-20.4468,-42.0976
Luislândia,MG,-16.1095,-44.5886
Luiz Alves,SC,-26.7151,-48.9322
Luiziana,PR,-24.2853,-52.269
Luiziânia,SP,-21.6737,-50.3294
Luminárias,MG,-21.5145,-44.9034
Lunardelli,PR,-24.0821,-51.7368
Lupércio,SP,-22.4146,-49.818
Lupionópolis,PR,-22.755,-51.6601
Lutécia,SP,-22.3384,-50.394
Luz,MG,-19.7911,-45.6794
Luzerna,SC,-27.1304,-51.4682
Luziânia,GO,-16.253,-47.95
Luzilândia,PI,-3.4683,-42.3718
Luzinópolis,TO,-6.17794,-47.8582
Macaé,RJ,-22.3768,-41.7848
Macaíba,RN,-5.85229,-35.3552
Macajuba,BA,-12.1326,-40.3571
Maçambará,RS,-29.1445,-56.0674
Macambira,SE,-10.6619,-37.5413
Macapá,AP,0.034934,-51.0694
Macaparana,PE,-7.55564,-35.4425
Macarani,BA,-15.5646,-40.4209
Macatuba,SP,-22.5002,-48.7102
Macau,RN,-5.10795,-36.6318
Macaubal,SP,-20.8022,-49.9687
Macaúbas,BA,-13.0186,-42.6945
Macedônia,SP,-20.1444,-50.1973
Maceió,AL,-9.66599,-35.735
Machacalis,MG,-17.0723,-40.7245
Machadinho,RS,-27.5667,-51.6668
Machadinho D'Oeste,RO,-9.44363,-61.9818
Machado,MG,-21.6778,-45.9219
Machados,PE,-7.68827,-35.5114
Macieira,SC,-26.8552,-51.3705
Macuco,RJ,-21.9813,-42.2533
Macururé,BA,-9.16226,-39.0518
Madalena,CE,-4.84601,-39.5725
Madeiro,PI,-3.48624,-42.4981
Madre de Deus,BA,-12.7446,-38.6153
Madre de Deus de Minas,MG,-21.483,-44.3287
Mãe d'Água,PB,-7.25201,-37.4322
Mãe do Rio,PA,-2.05683,-47.5601
Maetinga,BA,-14.6623,-41.4915
Mafra,SC,-26.1159,-49.8086
Magalhães Barata,PA,-0.803391,-47.6014
Magalhães de Almeida,MA,-3.39232,-42.2117
Magda,SP,-20.6445,-50.2305
Magé,RJ,-22.6632,-43.0315
Maiquinique,BA,-15.624,-40.2587
Mairi,BA,-11.7107,-40.1437
Mairinque,SP,-23.5398,-47.185
Mairiporã,SP,-23.3171,-46.5897
Mairipotaba,GO,-17.2975,-49.4898
Major Gercino,SC,-27.4192,-48.9488
Major Isidoro,AL,-9.53009,-36.992
Major Sales,RN,-6.39949,-38.324
Major Vieira,SC,-26.3709,-50.3266
Malacacheta,MG,-17.8456,-42.0769
Malhada,BA,-14.3371,-43.7686
Malhada de Pedras,BA,-14.3847,-41.8842
Malhada dos Bois,SE,-10.3418,-36.9252
Malhador,SE,-10.6649,-37.3004
Mallet,PR,-25.8806,-50.8173
Malta,PB,-6.89719,-37.5221
Mamanguape,PB,-6.8337,-35.1213
Mambaí,GO,-14.4823,-46.1165
Mamborê,PR,-24.317,-52.5271
Mamonas,MG,-15.0479,-42.9469
Mampituba,RS,-29.2136,-49.9311
Manacapuru,AM,-3.29066,-60.6216
Manaíra,PB,-7.70331,-38.1523
Manaquiri,AM,-3.44078,-60.4612
Manari,PE,-8.9649,-37.6313
Manaus,AM,-3.11866,-60.0212
Mâncio Lima,AC,-7.61657,-72.8997
Mandaguaçu,PR,-23.3458,-52.0944
Mandaguari,PR,-23.5446,-51.671
Mandirituba,PR,-25.777,-49.3282
Manduri,SP,-23.0056,-49.3202
Manfrinópolis,PR,-26.1441,-53.3113
Manga,MG,-14.7529,-43.9391
Mangaratiba,RJ,-22.9594,-44.0409
Mangueirinha,PR,-25.9421,-52.1743
Manhuaçu,MG,-20.2572,-42.028
Manhumirim,MG,-20.3591,-41.9589
Manicoré,AM,-5.80462,-61.2895
Manoel Emídio,PI,-8.01234,-43.8755
Manoel Ribas,PR,-24.5144,-51.6658
Manoel Urbano,AC,-8.83291,-69.2679
Manoel Viana,RS,-29.5859,-55.4841
Manoel Vitorino,BA,-14.1476,-40.2399
Mansidão,BA,-10.7227,-44.0428
Mantena,MG,-18.7761,-40.9874
Mantenópolis,ES,-18.8594,-41.124
Maquiné,RS,-29.6798,-50.2079
Mar de Espanha,MG,-21.8707,-43.0062
Mar Vermelho,AL,-9.44739,-36.3881
Mara Rosa,GO,-14.0148,-49.1777
Maraã,AM,-1.85313,-65.573
Marabá,PA,-5.38075,-49.1327
Marabá Paulista,SP,-22.1068,-51.9617
Maracaçumé,MA,-2.04918,-45.9587
Maracaí,SP,-22.6149,-50.6713
Maracajá,SC,-28.8463,-49.4605
Maracaju,MS,-21.6105,-55.1678
Maracanã,PA,-0.778899,-47.452
Maracanaú,CE,-3.86699,-38.6259
Maracás,BA,-13.4355,-40.4323
Maragogi,AL,-9.00744,-35.2267
Maragogipe,BA,-12.776,-38.9175
Maraial,PE,-8.79062,-35.8266
Marajá do Sena,MA,-4.62806,-45.4531
Maranguape,CE,-3.89143,-38.6829
Maranhãozinho,MA,-2.24078,-45.8507
Marapanim,PA,-0.714702,-47.7034
Marapoama,SP,-21.2587,-49.13
Maratá,RS,-29.5457,-51.5573
Marataízes,ES,-21.0398,-40.8384
Marau,RS,-28.4498,-52.1986
Maraú,BA,-14.1035,-39.0137
Maravilha,AL,-9.23045,-37.3524
Maravilha,SC,-26.7665,-53.1737
Maravilhas,MG,-19.5076,-44.6779
Marcação,PB,-6.76535,-35.0087
Marcelândia,MT,-11.0463,-54.4377
Marcelino Ramos,RS,-27.4676,-51.9095
Marcelino Vieira,RN,-6.2846,-38.1642
Marcionílio Souza,BA,-13.0064,-40.5295
Marco,CE,-3.1285,-40.1582
Marcolândia,PI,-7.44169,-40.6602
Marcos Parente,PI,-7.11565,-43.8926
Marechal Cândido Rondon,PR,-24.557,-54.0571
Marechal Deodoro,AL,-9.70971,-35.8967
Marechal Floriano,ES,-20.4159,-40.67
Marechal Thaumaturgo,AC,-8.93898,-72.7997
Marema,SC,-26.8024,-52.6264
Mari,PB,-7.05942,-35.318
Maria da Fé,MG,-22.3044,-45.3773
Maria Helena,PR,-23.6158,-53.2053
Marialva,PR,-23.4843,-51.7928
Mariana,MG,-20.3765,-43.414
Mariana Pimentel,RS,-30.353,-51.5803
Mariano Moro,RS,-27.3568,-52.1467
Marianópolis do Tocantins,TO,-9.79377,-49.6553
Mariápolis,SP,-21.7959,-51.1824
Maribondo,AL,-9.58353,-36.3045
Maricá,RJ,-22.9354,-42.8246
Marilac,MG,-18.5079,-42.0822
Marilândia,ES,-19.4114,-40.5456
Marilândia do Sul,PR,-23.7425,-51.3137
Marilena,PR,-22.7336,-53.0402
Marília,SP,-22.2171,-49.9501
Mariluz,PR,-24.0089,-53.1432
Maringá,PR,-23.4205,-51.9333
Marinópolis,SP,-20.4389,-50.8254
Mário Campos,MG,-20.0582,-44.1883
Mariópolis,PR,-26.355,-52.5532
Maripá,PR,-24.42,-53.8286
Maripá de Minas,MG,-21.6979,-42.9546
Marituba,PA,-1.36002,-48.3421
Marizópolis,PB,-6.82748,-38.3528
Marliéria,MG,-19.7096,-42.7327
Marmeleiro,PR,-26.1472,-53.0267
Marmelópolis,MG,-22.447,-45.1645
Marques de Souza,RS,-29.3311,-52.0973
Marquinho,PR,-25.112,-52.2497
Martinho Campos,MG,-19.3306,-45.2434
Martinópole,CE,-3.2252,-40.6896
Martinópolis,SP,-22.1462,-51.1709
Martins,RN,-6.08279,-37.908
Martins Soares,MG,-20.2546,-41.8786
Maruim,SE,-10.7308,-37.0856
Marumbi,PR,-23.7058,-51.6404
Marzagão,GO,-17.983,-48.6415
Mascote,BA,-15.5542,-39.3016
Massapê,CE,-3.52364,-40.3423
Massapê do Piauí,PI,-7.47469,-41.1103
Massaranduba,PB,-7.18995,-35.7848
Massaranduba,SC,-26.6109,-49.0054
Mata,RS,-29.5649,-54.4641
Mata de São João,BA,-12.5307,-38.3009
Mata Grande,AL,-9.11824,-37.7323
Mata Roma,MA,-3.62035,-43.1112
Mata Verde,MG,-15.6869,-40.7366
Matão,SP,-21.6025,-48.364
Mataraca,PB,-6.59673,-35.0531
Mateiros,TO,-10.5464,-46.4168
Matelândia,PR,-25.2496,-53.9935
Materlândia,MG,-18.4699,-43.0579
Mateus Leme,MG,-19.9794,-44.4318
Mathias Lobato,MG,-18.59,-41.9166
Matias Barbosa,MG,-21.869,-43.3135
Matias Cardoso,MG,-14.8563,-43.9146
Matias Olímpio,PI,-3.71492,-42.5507
Matina,BA,-13.9109,-42.8439
Matinha,MA,-3.09849,-45.035
Matinhas,PB,-7.12486,-35.7669
Matinhos,PR,-25.8237,-48.549
Matipó,MG,-20.2873,-42.3401
Mato Castelhano,RS,-28.28,-52.1932
Mato Grosso,PB,-6.54018,-37.7279
Mato Leitão,RS,-29.5285,-52.1278
Mato Queimado,RS,-28.252,-54.6159
Mato Rico,PR,-24.6995,-52.1454
Mato Verde,MG,-15.3944,-42.86
Matões,MA,-5.51359,-43.2018
Matões do Norte,MA,-3.6244,-44.5468
Matos Costa,SC,-26.4709,-51.1501
Matozinhos,MG,-19.5543,-44.0868
Matrinchã,GO,-15.4342,-50.7456
Matriz de Camaragibe,AL,-9.15437,-35.5243
Matupá,MT,-10.1821,-54.9467
Maturéia,PB,-7.26188,-37.351
Matutina,MG,-19.2179,-45.9664
Mauá,SP,-23.6677,-46.4613
Mauá da Serra,PR,-23.8988,-51.2277
Maués,AM,-3.39289,-57.7067
Maurilândia,GO,-17.9719,-50.3388
Maurilândia do Tocantins,TO,-5.95169,-47.5125
Mauriti,CE,-7.38597,-38.7708
Maxaranguape,RN,-5.52181,-35.2631
Maximiliano de Almeida,RS,-27.6325,-51.802
Mazagão,AP,-0.11336,-51.2891
Medeiros,MG,-19.9865,-46.2181
Medeiros Neto,BA,-17.3707,-40.2238
Medianeira,PR,-25.2977,-54.0943
Medicilândia,PA,-3.44637,-52.8875
Medina,MG,-16.2245,-41.4728
Meleiro,SC,-28.8244,-49.6378
Melgaço,PA,-1.8032,-50.7149
Mendes,RJ,-22.5245,-43.7312
Mendes Pimentel,MG,-18.6631,-41.4052
Mendonça,SP,-21.1757,-49.5791
Mercedes,PR,-24.4538,-54.1618
Mercês,MG,-21.1976,-43.3337
Meridiano,SP,-20.3579,-50.1811
Meruoca,CE,-3.53974,-40.4531
Mesópolis,SP,-19.9684,-50.6326
Mesquita,RJ,-22.8028,-43.4601
Mesquita,MG,-19.224,-42.6079
Messias,AL,-9.39384,-35.8392
Messias Targino,RN,-6.07194,-37.5158
Miguel Alves,PI,-4.16857,-42.8963
Miguel Calmon,BA,-11.4299,-40.6031
Miguel Leão,PI,-5.68077,-42.7436
Miguel Pereira,RJ,-22.4572,-43.4803
Miguelópolis,SP,-20.1796,-48.031
Milagres,CE,-7.29749,-38.9378
Milagres,BA,-12.8646,-39.8611
Milagres do Maranhão,MA,-3.57443,-42.6131
Milhã,CE,-5.67252,-39.1875
Milton Brandão,PI,-4.68295,-41.4173
Mimoso de Goiás,GO,-15.0515,-48.1611
Mimoso do Sul,ES,-21.0628,-41.3615
Minaçu,GO,-13.5304,-48.2206
Minador do Negrão,AL,-9.31236,-36.8696
Minas do Leão,RS,-30.1346,-52.0423
Minas Novas,MG,-17.2156,-42.5884
Minduri,MG,-21.6797,-44.6051
Mineiros,GO,-17.5654,-52.5537
Mineiros do Tietê,SP,-22.412,-48.451
Ministro Andreazza,RO,-11.196,-61.5174
Mira Estrela,SP,-19.9789,-50.139
Mirabela,MG,-16.256,-44.1602
Miracatu,SP,-24.2766,-47.4625
Miracema,RJ,-21.4148,-42.1938
Miracema do Tocantins,TO,-9.56556,-48.393
Mirador,MA,-6.37454,-44.3683
Mirador,PR,-23.255,-52.7761
Miradouro,MG,-20.8899,-42.3458
Miraguaí,RS,-27.497,-53.6891
Miraí,MG,-21.2021,-42.6122
Miraíma,CE,-3.56867,-39.9663
Miranda,MS,-20.2355,-56.3746
Miranda do Norte,MA,-3.56313,-44.5814
Mirandiba,PE,-8.12113,-38.7388
Mirandópolis,SP,-21.1313,-51.1035
Mirangaba,BA,-10.961,-40.574
Miranorte,TO,-9.52907,-48.5922
Mirante,BA,-14.2385,-40.7718
Mirante da Serra,RO,-11.029,-62.6696
Mirante do Paranapanema,SP,-22.2904,-51.9084
Miraselva,PR,-22.9657,-51.4846
Mirassol,SP,-20.8169,-49.5206
Mirassol d'Oeste,MT,-15.6759,-58.0951
Mirassolândia,SP,-20.6179,-49.4617
Miravânia,MG,-14.7348,-44.4092
Mirim Doce,SC,-27.197,-50.0786
Mirinzal,MA,-2.07094,-44.7787
Missal,PR,-25.0919,-54.2477
Missão Velha,CE,-7.23522,-39.143
Mocajuba,PA,-2.5831,-49.5042
Mococa,SP,-21.4647,-47.0024
Modelo,SC,-26.7729,-53.04
Moeda,MG,-20.3399,-44.0509
Moema,MG,-19.8387,-45.4127
Mogeiro,PB,-7.28517,-35.4832
Mogi das Cruzes,SP,-23.5208,-46.1854
Mogi Guaçu,SP,-22.3675,-46.9428
Mogi Mirim,SP,-22.4332,-46.9532
Moiporá,GO,-16.5434,-50.739
Moita Bonita,SE,-10.5769,-37.3512
Moju,PA,-1.88993,-48.7668
Mojuí dos Campos,PA,-2.6822,-54.6425
Mombaça,CE,-5.73844,-39.63
Mombuca,SP,-22.9285,-47.559
Monção,MA,-3.48125,-45.2496
Monções,SP,-20.8509,-50.0975
Mondaí,SC,-27.1008,-53.4032
Mongaguá,SP,-24.0809,-46.6265
Monjolos,MG,-18.3245,-44.118
Monsenhor Gil,PI,-5.562,-42.6075
Monsenhor Hipólito,PI,-6.99275,-41.026
Monsenhor Paulo,MG,-21.7579,-45.5391
Monsenhor Tabosa,CE,-4.79102,-40.0646
Montadas,PB,-7.08848,-35.9592
Montalvânia,MG,-14.4197,-44.3719
Montanha,ES,-18.1303,-40.3668
Montanhas,RN,-6.48522,-35.2842
Montauri,RS,-28.6462,-52.0767
Monte Alegre,PA,-1.99768,-54.0724
Monte Alegre,RN,-6.07063,-35.3253
Monte Alegre de Goiás,GO,-13.2552,-46.8928
Monte Alegre de Minas,MG,-18.869,-48.881
Monte Alegre de Sergipe,SE,-10.0256,-37.5616
Monte Alegre do Piauí,PI,-9.75364,-45.3037
Monte Alegre do Sul,SP,-22.6817,-46.681
Monte Alegre dos Campos,RS,-28.6805,-50.7834
Monte Alto,SP,-21.2655,-48.4971
Monte Aprazível,SP,-20.768,-49.7184
Monte Azul,MG,-15.1514,-42.8718
Monte Azul Paulista,SP,-20.9065,-48.6387
Monte Belo,MG,-21.3271,-46.3635
Monte Belo do Sul,RS,-29.1607,-51.6333
Monte Carlo,SC,-27.2239,-50.9808
Monte Carmelo,MG,-18.7302,-47.4912
Monte Castelo,SC,-26.461,-50.2327
Monte Castelo,SP,-21.2981,-51.5679
Monte das Gameleiras,RN,-6.43698,-35.7831
Monte do Carmo,TO,-10.7611,-48.1114
Monte Formoso,MG,-16.8691,-41.2473
Monte Horebe,PB,-7.20402,-38.5838
Monte Mor,SP,-22.945,-47.3122
Monte Negro,RO,-10.2458,-63.29
Monte Santo,BA,-10.4374,-39.3321
Monte Santo de Minas,MG,-21.1873,-46.9753
Monte Santo do Tocantins,TO,-10.0075,-48.9941
Monte Sião,MG,-22.4335,-46.573
Monteiro,PB,-7.88363,-37.1184
Monteiro Lobato,SP,-22.9544,-45.8407
Monteirópolis,AL,-9.60357,-37.2505
Montenegro,RS,-29.6824,-51.4679
Montes Altos,MA,-5.83067,-47.0673
Montes Claros,MG,-16.7282,-43.8578
Montes Claros de Goiás,GO,-16.0059,-51.3979
Montezuma,MG,-15.1702,-42.4941
Montividiu,GO,-17.4439,-51.1728
Montividiu do Norte,GO,-13.3485,-48.6853
Morada Nova,CE,-5.09736,-38.3702
Morada Nova de Minas,MG,-18.5998,-45.3584
Moraújo,CE,-3.46311,-40.6776
Moreilândia,PE,-7.61931,-39.546
Moreira Sales,PR,-24.0509,-53.0102
Moreno,PE,-8.10871,-35.0835
Mormaço,RS,-28.6968,-52.6999
Morpará,BA,-11.5569,-43.2766
Morretes,PR,-25.4744,-48.8345
Morrinhos,GO,-17.7334,-49.1059
Morrinhos,CE,-3.23426,-40.1233
Morrinhos do Sul,RS,-29.3578,-49.9328
Morro Agudo,SP,-20.7288,-48.0581
Morro Agudo de Goiás,GO,-15.3184,-50.0553
Morro Cabeça no Tempo,PI,-9.71891,-43.9072
Morro da Fumaça,SC,-28.6511,-49.2169
Morro da Garça,MG,-18.5356,-44.601
Morro do Chapéu,BA,-11.5488,-41.1565
Morro do Chapéu do Piauí,PI,-3.73337,-42.3024
Morro do Pilar,MG,-19.2236,-43.3795
Morro Grande,SC,-28.8006,-49.7214
Morro Redondo,RS,-31.5887,-52.6261
Morro Reuter,RS,-29.5379,-51.0811
Morros,MA,-2.85379,-44.0357
Mortugaba,BA,-15.0225,-42.3727
Morungaba,SP,-22.8811,-46.7896
Mossâmedes,GO,-16.124,-50.2136
Mossoró,RN,-5.18374,-37.3474
Mostardas,RS,-31.1054,-50.9167
Motuca,SP,-21.5103,-48.1538
Mozarlândia,GO,-14.7457,-50.5713
Muaná,PA,-1.53936,-49.2224
Mucajaí,RR,2.43998,-60.9096
Mucambo,CE,-3.90271,-40.7452
Mucugê,BA,-13.0053,-41.3703
Muçum,RS,-29.163,-51.8714
Mucuri,BA,-18.0754,-39.5565
Mucurici,ES,-18.0965,-40.52
Muitos Capões,RS,-28.3132,-51.1836
Muliterno,RS,-28.3253,-51.7697
Mulungu,PB,-7.02525,-35.46
Mulungu,CE,-4.30294,-38.9951
Mulungu do Morro,BA,-11.9648,-41.6374
Mundo Novo,BA,-11.8541,-40.4714
Mundo Novo,MS,-23.9355,-54.281
Mundo Novo,GO,-13.7729,-50.2814
Munhoz,MG,-22.6092,-46.362
Munhoz de Melo,PR,-23.1487,-51.7737
Muniz Ferreira,BA,-13.0092,-39.1092
Muniz Freire,ES,-20.4652,-41.4156
Muquém de São Francisco,BA,-12.065,-43.5497
Muqui,ES,-20.9509,-41.346
Muriaé,MG,-21.13,-42.3693
Muribeca,SE,-10.4271,-36.9588
Murici,AL,-9.30682,-35.9428
Murici dos Portelas,PI,-3.319,-42.094
Muricilândia,TO,-7.14669,-48.6091
Muritiba,BA,-12.6329,-38.9921
Murutinga do Sul,SP,-20.9908,-51.2774
Mutuípe,BA,-13.2284,-39.5044
Mutum,MG,-19.8121,-41.4407
Mutunópolis,GO,-13.7303,-49.2745
Muzambinho,MG,-21.3692,-46.5213
Nacip Raydan,MG,-18.4544,-42.2481
Nantes,SP,-22.6156,-51.24
Nanuque,MG,-17.8481,-40.3533
Não-Me-Toque,RS,-28.4548,-52.8182
Naque,MG,-19.2291,-42.3312
Narandiba,SP,-22.4057,-51.5274
Natal,RN,-5.79357,-35.1986
Natalândia,MG,-16.5021,-46.4874
Natércia,MG,-22.1158,-45.5123
Natividade,TO,-11.7034,-47.7223
Natividade,RJ,-21.039,-41.9697
Natividade da Serra,SP,-23.3707,-45.4468
Natuba,PB,-7.63514,-35.5586
Navegantes,SC,-26.8943,-48.6546
Naviraí,MS,-23.0618,-54.1995
Nazaré,BA,-13.0235,-39.0108
Nazaré,TO,-6.37496,-47.6643
Nazaré da Mata,PE,-7.74149,-35.2193
Nazaré do Piauí,PI,-6.97023,-42.6773
Nazaré Paulista,SP,-23.1747,-46.3983
Nazareno,MG,-21.2168,-44.6138
Nazarezinho,PB,-6.9114,-38.322
Nazária,PI,-5.35128,-42.8153
Nazário,GO,-16.5808,-49.8817
Neópolis,SE,-10.3215,-36.585
Nepomuceno,MG,-21.2324,-45.235
Nerópolis,GO,-16.4047,-49.2227
Neves Paulista,SP,-20.843,-49.6358
Nhamundá,AM,-2.20793,-56.7112
Nhandeara,SP,-20.6945,-50.0436
Nicolau Vergueiro,RS,-28.5298,-52.4676
Nilo Peçanha,BA,-13.604,-39.1091
Nilópolis,RJ,-22.8057,-43.4233
Nina Rodrigues,MA,-3.46788,-43.9134
Ninheira,MG,-15.3148,-41.7564
Nioaque,MS,-21.1419,-55.8296
Nipoã,SP,-20.9114,-49.7833
Niquelândia,GO,-14.4662,-48.4599
Nísia Floresta,RN,-6.09329,-35.1991
Niterói,RJ,-22.8832,-43.1034
Nobres,MT,-14.7192,-56.3284
Nonoai,RS,-27.3689,-52.7756
Nordestina,BA,-10.8192,-39.4297
Normandia,RR,3.8853,-59.6204
Nortelândia,MT,-14.454,-56.7945
Nossa Senhora Aparecida,SE,-10.3944,-37.4517
Nossa Senhora da Glória,SE,-10.2158,-37.4211
Nossa Senhora das Dores,SE,-10.4854,-37.1963
Nossa Senhora das Graças,PR,-22.9129,-51.7978
Nossa Senhora de Lourdes,SE,-10.0772,-37.0615
Nossa Senhora de Nazaré,PI,-4.63019,-42.173
Nossa Senhora do Livramento,MT,-15.772,-56.3432
Nossa Senhora do Socorro,SE,-10.8468,-37.1231
Nossa Senhora dos Remédios,PI,-3.97574,-42.6184
Nova Aliança,SP,-21.0156,-49.4986
Nova Aliança do Ivaí,PR,-23.1763,-52.6032
Nova Alvorada,RS,-28.6822,-52.1631
Nova Alvorada do Sul,MS,-21.4657,-54.3825
Nova América,GO,-15.0206,-49.8953
Nova América da Colina,PR,-23.3308,-50.7168
Nova Andradina,MS,-22.238,-53.3437
Nova Araçá,RS,-28.6537,-51.7458
Nova Aurora,PR,-24.5289,-53.2575
Nova Aurora,GO,-18.0597,-48.2552
Nova Bandeirantes,MT,-9.84977,-57.8139
Nova Bassano,RS,-28.7291,-51.7072
Nova Belém,MG,-18.4925,-41.1107
Nova Boa Vista,RS,-27.9926,-52.9784
Nova Brasilândia,MT,-14.9612,-54.9685
Nova Brasilândia D'Oeste,RO,-11.7247,-62.3127
Nova Bréscia,RS,-29.2182,-52.0319
Nova Campina,SP,-24.1224,-48.9022
Nova Canaã,BA,-14.7912,-40.1458
Nova Canaã do Norte,MT,-10.558,-55.953
Nova Canaã Paulista,SP,-20.3836,-50.9483
Nova Candelária,RS,-27.6137,-54.1074
Nova Cantu,PR,-24.6723,-52.5661
Nova Castilho,SP,-20.7615,-50.3477
Nova Colinas,MA,-7.12263,-46.2607
Nova Crixás,GO,-14.0957,-50.33
Nova Cruz,RN,-6.47511,-35.4286
Nova Era,MG,-19.7577,-43.0333
Nova Erechim,SC,-26.8982,-52.9066
Nova Esperança,PR,-23.182,-52.2031
Nova Esperança do Piriá,PA,-2.26693,-46.9731
Nova Esperança do Sudoeste,PR,-25.9004,-53.2618
Nova Esperança do Sul,RS,-29.4066,-54.8293
Nova Europa,SP,-21.7765,-48.5705
Nova Fátima,PR,-23.4324,-50.5665
Nova Fátima,BA,-11.6031,-39.6302
Nova Floresta,PB,-6.45056,-36.2057
Nova Friburgo,RJ,-22.2932,-42.5377
Nova Glória,GO,-15.145,-49.5737
Nova Granada,SP,-20.5321,-49.3123
Nova Guarita,MT,-10.312,-55.4061
Nova Guataporanga,SP,-21.332,-51.6447
Nova Hartz,RS,-29.5808,-50.9051
Nova Ibiá,BA,-13.812,-39.6182
Nova Iguaçu,RJ,-22.7556,-43.4603
Nova Iguaçu de Goiás,GO,-14.2868,-49.3872
Nova Independência,SP,-21.1026,-51.4905
Nova Iorque,MA,-6.73047,-44.0471
Nova Ipixuna,PA,-4.91622,-49.0822
Nova Itaberaba,SC,-26.9428,-52.8141
Nova Itarana,BA,-13.0241,-40.0653
Nova Lacerda,MT,-14.4727,-59.6001
Nova Laranjeiras,PR,-25.3054,-52.5447
Nova Lima,MG,-19.9758,-43.8509
Nova Londrina,PR,-22.7639,-52.9868
Nova Luzitânia,SP,-20.856,-50.2617
Nova Mamoré,RO,-10.4077,-65.3346
Nova Marilândia,MT,-14.3568,-56.9696
Nova Maringá,MT,-13.0136,-57.0908
Nova Módica,MG,-18.4417,-41.4984
Nova Monte Verde,MT,-9.99998,-57.5261
Nova Mutum,MT,-13.8374,-56.0743
Nova Nazaré,MT,-13.9486,-51.8002
Nova Odessa,SP,-22.7832,-47.2941
Nova Olímpia,PR,-23.4703,-53.0898
Nova Olímpia,MT,-14.7889,-57.2886
Nova Olinda,TO,-7.63171,-48.4252
Nova Olinda,CE,-7.08415,-39.6713
Nova Olinda,PB,-7.47232,-38.0382
Nova Olinda do Maranhão,MA,-2.84227,-45.6953
Nova Olinda do Norte,AM,-3.90037,-59.094
Nova Pádua,RS,-29.0275,-51.3098
Nova Palma,RS,-29.471,-53.4689
Nova Palmeira,PB,-6.67122,-36.422
Nova Petrópolis,RS,-29.3741,-51.1136
Nova Ponte,MG,-19.1461,-47.6779
Nova Porteirinha,MG,-15.7993,-43.2941
Nova Prata,RS,-28.7799,-51.6113
Nova Prata do Iguaçu,PR,-25.6309,-53.3469
Nova Ramada,RS,-28.0667,-53.6992
Nova Redenção,BA,-12.815,-41.0748
Nova Resende,MG,-21.1286,-46.4157
Nova Roma,GO,-13.7388,-46.8734
Nova Roma do Sul,RS,-28.9882,-51.4095
Nova Rosalândia,TO,-10.5651,-48.9125
Nova Russas,CE,-4.70581,-40.5621
Nova Santa Bárbara,PR,-23.5865,-50.7598
Nova Santa Helena,MT,-10.8651,-55.1872
Nova Santa Rita,RS,-29.8525,-51.2837
Nova Santa Rita,PI,-8.09707,-42.0471
Nova Santa Rosa,PR,-24.4693,-53.9552
Nova Serrana,MG,-19.8713,-44.9847
Nova Soure,BA,-11.2329,-38.4871
Nova Tebas,PR,-24.438,-51.9454
Nova Timboteua,PA,-1.20874,-47.3921
Nova Trento,SC,-27.278,-48.9298
Nova Ubiratã,MT,-12.9834,-55.2556
Nova União,MG,-19.6876,-43.583
Nova União,RO,-10.9068,-62.5564
Nova Venécia,ES,-18.715,-40.4053
Nova Veneza,SC,-28.6338,-49.5055
Nova Veneza,GO,-16.3695,-49.3168
Nova Viçosa,BA,-17.8926,-39.3743
Nova Xavantina,MT,-14.6771,-52.3502
Novais,SP,-20.9893,-48.9141
Novo Acordo,TO,-9.97063,-47.6785
Novo Airão,AM,-2.63637,-60.9434
Novo Alegre,TO,-12.9217,-46.5713
Novo Aripuanã,AM,-5.12593,-60.3732
Novo Barreiro,RS,-27.9077,-53.1103
Novo Brasil,GO,-16.0313,-50.7113
Novo Cabrais,RS,-29.7338,-52.9489
Novo Cruzeiro,MG,-17.4654,-41.8826
Novo Gama,GO,-16.0592,-48.0417
Novo Hamburgo,RS,-29.6875,-51.1328
Novo Horizonte,SC,-26.4442,-52.8281
Novo Horizonte,SP,-21.4651,-49.2234
Novo Horizonte,BA,-12.8083,-42.1682
Novo Horizonte do Norte,MT,-11.4089,-57.3488
Novo Horizonte do Oeste,RO,-11.6961,-61.9951
Novo Horizonte do Sul,MS,-22.6693,-53.8601
Novo Itacolomi,PR,-23.7631,-51.5079
Novo Jardim,TO,-11.826,-46.6325
Novo Lino,AL,-8.94191,-35.664
Novo Machado,RS,-27.5765,-54.5036
Novo Mundo,MT,-9.95616,-55.2029
Novo Oriente,CE,-5.52552,-40.7713
Novo Oriente de Minas,MG,-17.4089,-41.2194
Novo Oriente do Piauí,PI,-6.44901,-41.9261
Novo Planalto,GO,-13.2424,-49.506
Novo Progresso,PA,-7.14347,-55.3786
Novo Repartimento,PA,-4.24749,-49.9499
